# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.get.modules.ms,1715137196105000000,1715137256116000000,1
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1715137196105000000,1715137256116000000,10
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1715137196105000000,1715137256116000000,3
workspaceModel.mutableEntityStorage.entities.ms,1715137196105000000,1715137256116000000,0
jps.storage.jps.conf.reader.load.component.ms,1715137196105000000,1715137256116000000,9
jps.facet.change.listener.before.change.events.ms,1715137196105000000,1715137256116000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1715137196105000000,1715137256116000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1715137196105000000,1715137256116000000,2
workspaceModel.mutableEntityStorage.instances.count,1715137196105000000,1715137256116000000,36
jps.save.changed.project.entities.ms,1715137196105000000,1715137256116000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1715137196105000000,1715137256116000000,13
workspaceModel.moduleBridgeLoader.loading.modules.ms,1715137196105000000,1715137256116000000,464
workspaceModel.global.apply.state.to.project.ms,1715137196105000000,1715137256116000000,18
workspaceModel.global.updates.ms,1715137196105000000,1715137256116000000,3
workspaceModel.load.cache.from.file.ms,1715137196105000000,1715137256116000000,155
workspaceModel.moduleBridge.update.option.ms,1715137196105000000,1715137256116000000,0
jps.project.serializers.load.ms,1715137196105000000,1715137256116000000,28
jps.library.entities.serializer.save.entities.ms,1715137196105000000,1715137256116000000,0
jps.library.entities.serializer.load.entities.ms,1715137196105000000,1715137256116000000,9
workspaceModel.moduleManagerBridge.newModule.ms,1715137196105000000,1715137256116000000,0
jps.facet.change.listener.process.change.events.ms,1715137196105000000,1715137256116000000,0
jps.artifact.entities.serializer.save.entities.ms,1715137196105000000,1715137256116000000,0
workspaceModel.sync.entities.ms,1715137196105000000,1715137256116000000,0
Indexes.allKeys.lookupDurationMaxMs,1715137256116000000,1715137316115000000,0.0
IndexesFlusher.totalFlushesRetried,1715137256116000000,1715137316115000000,0
Indexes.stubs.lookupDurationAvgMs,1715137256116000000,1715137316115000000,0.17391304347826086
Indexes.stubs.lookups,1715137256116000000,1715137316115000000,23.0
Indexes.entries.lookupDuration90PMs,1715137256116000000,1715137316115000000,1.0
Indexes.entries.lookupDurationMaxMs,1715137256116000000,1715137316115000000,1.0
Indexes.allKeys.lookupDurationAvgMs,1715137256116000000,1715137316115000000,0.0
Indexes.stubs.lookupDuration90PMs,1715137256116000000,1715137316115000000,1.0
Indexes.entries.lookupDurationAvgMs,1715137256116000000,1715137316115000000,0.6
Indexes.stubs.lookupDurationMaxMs,1715137256116000000,1715137316115000000,1.0
IndexesFlusher.totalFlushes,1715137256116000000,1715137316115000000,60
Indexes.allKeys.lookupDuration90PMs,1715137256116000000,1715137316115000000,0.0
IndexesFlusher.totalFlushingTimeUs,1715137256116000000,1715137316115000000,165122
Indexes.entries.lookups,1715137256116000000,1715137316115000000,5.0
Indexes.allKeys.lookups,1715137256116000000,1715137316115000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1715137256116000000,1715137316115000000,0
workspaceModel.updates.precise.ms,1715137256116000000,1715137316115000000,0
workspaceModel.cachedValue.from.cache.ms,1715137256116000000,1715137316115000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1715137256116000000,1715137316115000000,0
workspaceModel.full.replace.project.model.ms,1715137256116000000,1715137316115000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1715137256116000000,1715137316115000000,0
workspaceModel.updates.ms,1715137256116000000,1715137316115000000,0
